"Step","LoRa - loss","LoRa - loss__MIN","LoRa - loss__MAX"
"0","1.0128633975982666","1.0128633975982666","1.0128633975982666"
"5","0.8751178979873657","0.8751178979873657","0.8751178979873657"
"6","1.0246353149414062","1.0246353149414062","1.0246353149414062"
"7","1.105105996131897","1.105105996131897","1.105105996131897"
"8","0.7143350839614868","0.7143350839614868","0.7143350839614868"
"9","1.0787068605422974","1.0787068605422974","1.0787068605422974"
"10","0.7363489866256714","0.7363489866256714","0.7363489866256714"
"11","1.2161202430725098","1.2161202430725098","1.2161202430725098"
"12","0.8797399997711182","0.8797399997711182","0.8797399997711182"
"13","0.7685971260070801","0.7685971260070801","0.7685971260070801"
"14","0.7713125944137573","0.7713125944137573","0.7713125944137573"
"15","1.3710672855377197","1.3710672855377197","1.3710672855377197"
"16","0.7586032748222351","0.7586032748222351","0.7586032748222351"
"17","0.8820745348930359","0.8820745348930359","0.8820745348930359"
"18","0.7841988205909729","0.7841988205909729","0.7841988205909729"
"19","0.5083065629005432","0.5083065629005432","0.5083065629005432"
"20","0.9864037036895752","0.9864037036895752","0.9864037036895752"
"21","0.9331955313682556","0.9331955313682556","0.9331955313682556"
"22","0.8948361873626709","0.8948361873626709","0.8948361873626709"
"23","0.7895568609237671","0.7895568609237671","0.7895568609237671"
"24","1.2129230499267578","1.2129230499267578","1.2129230499267578"
"25","0.976549506187439","0.976549506187439","0.976549506187439"
"26","0.9223790168762207","0.9223790168762207","0.9223790168762207"
"27","1.1315618753433228","1.1315618753433228","1.1315618753433228"
"28","0.6470100283622742","0.6470100283622742","0.6470100283622742"
"29","0.9223371148109436","0.9223371148109436","0.9223371148109436"
"30","0.5953386425971985","0.5953386425971985","0.5953386425971985"
"31","0.9126338958740234","0.9126338958740234","0.9126338958740234"
"32","0.792733371257782","0.792733371257782","0.792733371257782"
"33","0.9046983122825623","0.9046983122825623","0.9046983122825623"
"34","0.5672975778579712","0.5672975778579712","0.5672975778579712"
"35","1.0495455265045166","1.0495455265045166","1.0495455265045166"
"36","0.9861509799957275","0.9861509799957275","0.9861509799957275"
"37","0.8250131607055664","0.8250131607055664","0.8250131607055664"
"38","1.0829503536224365","1.0829503536224365","1.0829503536224365"
"39","0.9433565139770508","0.9433565139770508","0.9433565139770508"
"40","1.0498849153518677","1.0498849153518677","1.0498849153518677"
"41","1.0741411447525024","1.0741411447525024","1.0741411447525024"
"42","1.0329461097717285","1.0329461097717285","1.0329461097717285"
"43","0.8148962259292603","0.8148962259292603","0.8148962259292603"
"44","0.7385441064834595","0.7385441064834595","0.7385441064834595"
"45","0.6999529600143433","0.6999529600143433","0.6999529600143433"
"46","0.7224589586257935","0.7224589586257935","0.7224589586257935"
"47","0.6353304982185364","0.6353304982185364","0.6353304982185364"
"48","0.913983166217804","0.913983166217804","0.913983166217804"
"49","1.003229022026062","1.003229022026062","1.003229022026062"
"50","1.130021333694458","1.130021333694458","1.130021333694458"
"51","0.9785770177841187","0.9785770177841187","0.9785770177841187"
"52","0.8822121620178223","0.8822121620178223","0.8822121620178223"
"53","0.5418943166732788","0.5418943166732788","0.5418943166732788"
"54","0.94319748878479","0.94319748878479","0.94319748878479"
"55","0.7250452637672424","0.7250452637672424","0.7250452637672424"
"56","0.8046507239341736","0.8046507239341736","0.8046507239341736"
"57","1.2961677312850952","1.2961677312850952","1.2961677312850952"
"58","0.7477477192878723","0.7477477192878723","0.7477477192878723"
"59","0.7079668045043945","0.7079668045043945","0.7079668045043945"
"60","0.6850167512893677","0.6850167512893677","0.6850167512893677"
"61","0.9757497310638428","0.9757497310638428","0.9757497310638428"
"62","0.8982435464859009","0.8982435464859009","0.8982435464859009"
"63","0.6836202144622803","0.6836202144622803","0.6836202144622803"
"64","0.8621447682380676","0.8621447682380676","0.8621447682380676"
"65","0.8376148343086243","0.8376148343086243","0.8376148343086243"
"66","0.8609097599983215","0.8609097599983215","0.8609097599983215"
"67","1.0418676137924194","1.0418676137924194","1.0418676137924194"
"68","0.707077145576477","0.707077145576477","0.707077145576477"
"69","0.9001379013061523","0.9001379013061523","0.9001379013061523"
"70","0.9599371552467346","0.9599371552467346","0.9599371552467346"
"71","0.90938401222229","0.90938401222229","0.90938401222229"
"72","0.9009474515914917","0.9009474515914917","0.9009474515914917"
"73","0.678280770778656","0.678280770778656","0.678280770778656"
"74","0.9909716844558716","0.9909716844558716","0.9909716844558716"
"75","0.9563308358192444","0.9563308358192444","0.9563308358192444"
"76","0.7811033129692078","0.7811033129692078","0.7811033129692078"
"77","0.9311341643333435","0.9311341643333435","0.9311341643333435"
"78","1.0642406940460205","1.0642406940460205","1.0642406940460205"
"79","1.153173565864563","1.153173565864563","1.153173565864563"
"80","0.6698560118675232","0.6698560118675232","0.6698560118675232"
"81","0.817886471748352","0.817886471748352","0.817886471748352"
"82","0.5441005229949951","0.5441005229949951","0.5441005229949951"
"83","0.44671112298965454","0.44671112298965454","0.44671112298965454"
"84","1.0716828107833862","1.0716828107833862","1.0716828107833862"
"85","1.0431654453277588","1.0431654453277588","1.0431654453277588"
"86","0.7348270416259766","0.7348270416259766","0.7348270416259766"
"87","0.6156638860702515","0.6156638860702515","0.6156638860702515"
"88","0.4144686758518219","0.4144686758518219","0.4144686758518219"
"89","0.5749142169952393","0.5749142169952393","0.5749142169952393"
"90","0.37962955236434937","0.37962955236434937","0.37962955236434937"
"91","0.549201488494873","0.549201488494873","0.549201488494873"
"92","0.6260768175125122","0.6260768175125122","0.6260768175125122"
"93","0.3939489424228668","0.3939489424228668","0.3939489424228668"
"94","0.8433215618133545","0.8433215618133545","0.8433215618133545"
"95","0.6835033893585205","0.6835033893585205","0.6835033893585205"
"96","0.8078356981277466","0.8078356981277466","0.8078356981277466"
"97","0.8353419303894043","0.8353419303894043","0.8353419303894043"
"98","0.48938071727752686","0.48938071727752686","0.48938071727752686"
"99","0.5443150997161865","0.5443150997161865","0.5443150997161865"
"100","0.7627131938934326","0.7627131938934326","0.7627131938934326"
"101","0.6217972636222839","0.6217972636222839","0.6217972636222839"
"102","0.7373446822166443","0.7373446822166443","0.7373446822166443"
"103","0.6021695137023926","0.6021695137023926","0.6021695137023926"
"104","0.9552510976791382","0.9552510976791382","0.9552510976791382"
"105","0.606823205947876","0.606823205947876","0.606823205947876"
"106","0.8965767621994019","0.8965767621994019","0.8965767621994019"
"107","0.4424753487110138","0.4424753487110138","0.4424753487110138"
"108","0.5173489451408386","0.5173489451408386","0.5173489451408386"
"109","0.6083474159240723","0.6083474159240723","0.6083474159240723"
"110","1.1165045499801636","1.1165045499801636","1.1165045499801636"
"111","0.7472806572914124","0.7472806572914124","0.7472806572914124"
"112","0.4919694662094116","0.4919694662094116","0.4919694662094116"
"113","1.05411696434021","1.05411696434021","1.05411696434021"
"114","0.553425669670105","0.553425669670105","0.553425669670105"
"115","0.8705698251724243","0.8705698251724243","0.8705698251724243"
"116","0.6064735651016235","0.6064735651016235","0.6064735651016235"
"117","0.5668226480484009","0.5668226480484009","0.5668226480484009"
"118","0.5513854622840881","0.5513854622840881","0.5513854622840881"
"119","0.9150034189224243","0.9150034189224243","0.9150034189224243"
"120","0.5850921273231506","0.5850921273231506","0.5850921273231506"
"121","0.754849374294281","0.754849374294281","0.754849374294281"
"122","0.7893004417419434","0.7893004417419434","0.7893004417419434"
"123","0.978024959564209","0.978024959564209","0.978024959564209"
"124","0.5686811208724976","0.5686811208724976","0.5686811208724976"
"125","0.6437312364578247","0.6437312364578247","0.6437312364578247"
"126","0.5479753017425537","0.5479753017425537","0.5479753017425537"
"127","0.33234164118766785","0.33234164118766785","0.33234164118766785"
"128","0.460977166891098","0.460977166891098","0.460977166891098"
"129","0.44544753432273865","0.44544753432273865","0.44544753432273865"
"130","0.5716646909713745","0.5716646909713745","0.5716646909713745"
"131","0.3796371519565582","0.3796371519565582","0.3796371519565582"
"132","1.115195870399475","1.115195870399475","1.115195870399475"
"133","0.589314877986908","0.589314877986908","0.589314877986908"
"134","0.5433768033981323","0.5433768033981323","0.5433768033981323"
"135","0.6472331285476685","0.6472331285476685","0.6472331285476685"
"136","0.662869930267334","0.662869930267334","0.662869930267334"
"137","0.633267879486084","0.633267879486084","0.633267879486084"
"138","0.578449010848999","0.578449010848999","0.578449010848999"
"139","0.7004345655441284","0.7004345655441284","0.7004345655441284"
"140","0.694454550743103","0.694454550743103","0.694454550743103"
"141","0.4983053505420685","0.4983053505420685","0.4983053505420685"
"142","0.5985448360443115","0.5985448360443115","0.5985448360443115"
"143","0.8782419562339783","0.8782419562339783","0.8782419562339783"
"144","0.7138321995735168","0.7138321995735168","0.7138321995735168"
"145","0.7835520505905151","0.7835520505905151","0.7835520505905151"
"146","0.4630478322505951","0.4630478322505951","0.4630478322505951"
"147","0.6412928104400635","0.6412928104400635","0.6412928104400635"
"148","0.7107909917831421","0.7107909917831421","0.7107909917831421"
"149","0.25286421179771423","0.25286421179771423","0.25286421179771423"
"150","0.40653473138809204","0.40653473138809204","0.40653473138809204"
"151","0.7735881805419922","0.7735881805419922","0.7735881805419922"
"152","0.36196133494377136","0.36196133494377136","0.36196133494377136"
"153","0.8012846112251282","0.8012846112251282","0.8012846112251282"
"154","0.5006774663925171","0.5006774663925171","0.5006774663925171"
"155","0.8876782655715942","0.8876782655715942","0.8876782655715942"
"156","1.0363986492156982","1.0363986492156982","1.0363986492156982"
"157","0.6974949836730957","0.6974949836730957","0.6974949836730957"
"158","0.3040159344673157","0.3040159344673157","0.3040159344673157"
"159","0.6026571989059448","0.6026571989059448","0.6026571989059448"
"160","0.6569334268569946","0.6569334268569946","0.6569334268569946"
"161","0.3638511896133423","0.3638511896133423","0.3638511896133423"
"162","0.7340277433395386","0.7340277433395386","0.7340277433395386"
"163","0.7818226218223572","0.7818226218223572","0.7818226218223572"
"164","0.6571747064590454","0.6571747064590454","0.6571747064590454"
"165","0.4559018015861511","0.4559018015861511","0.4559018015861511"
"166","0.36097437143325806","0.36097437143325806","0.36097437143325806"
"167","0.49664098024368286","0.49664098024368286","0.49664098024368286"
"168","0.6668006181716919","0.6668006181716919","0.6668006181716919"
"169","0.8608596920967102","0.8608596920967102","0.8608596920967102"
"170","0.6617737412452698","0.6617737412452698","0.6617737412452698"
"171","0.8073318004608154","0.8073318004608154","0.8073318004608154"
"172","0.25791123509407043","0.25791123509407043","0.25791123509407043"
"173","0.903691291809082","0.903691291809082","0.903691291809082"
"174","0.5951460599899292","0.5951460599899292","0.5951460599899292"
"175","0.36495161056518555","0.36495161056518555","0.36495161056518555"
"176","0.49736133217811584","0.49736133217811584","0.49736133217811584"
"177","0.6372640132904053","0.6372640132904053","0.6372640132904053"
"178","0.4722789525985718","0.4722789525985718","0.4722789525985718"
"179","0.34942665696144104","0.34942665696144104","0.34942665696144104"
"184","0.581331729888916","0.581331729888916","0.581331729888916"
"189","0.4683932363986969","0.4683932363986969","0.4683932363986969"
"190","0.5827481150627136","0.5827481150627136","0.5827481150627136"
"191","0.22937509417533875","0.22937509417533875","0.22937509417533875"
"192","0.5644728541374207","0.5644728541374207","0.5644728541374207"
"193","0.7178758382797241","0.7178758382797241","0.7178758382797241"
"194","0.5763705968856812","0.5763705968856812","0.5763705968856812"
"195","0.18855705857276917","0.18855705857276917","0.18855705857276917"
"196","0.5380215048789978","0.5380215048789978","0.5380215048789978"
"197","0.45287537574768066","0.45287537574768066","0.45287537574768066"
"198","0.7887389659881592","0.7887389659881592","0.7887389659881592"
"199","0.5975075960159302","0.5975075960159302","0.5975075960159302"
"200","0.19075629115104675","0.19075629115104675","0.19075629115104675"
"201","0.38398370146751404","0.38398370146751404","0.38398370146751404"
"202","0.7696678638458252","0.7696678638458252","0.7696678638458252"
"203","0.45013919472694397","0.45013919472694397","0.45013919472694397"
"204","0.6927753686904907","0.6927753686904907","0.6927753686904907"
"205","0.5628055334091187","0.5628055334091187","0.5628055334091187"
"206","0.4166654050350189","0.4166654050350189","0.4166654050350189"
"207","0.6319074630737305","0.6319074630737305","0.6319074630737305"
"208","0.4708890914916992","0.4708890914916992","0.4708890914916992"
"209","0.6232222318649292","0.6232222318649292","0.6232222318649292"
"210","0.7381635904312134","0.7381635904312134","0.7381635904312134"
"211","0.40130946040153503","0.40130946040153503","0.40130946040153503"
"212","0.5384098291397095","0.5384098291397095","0.5384098291397095"
"213","0.5339131355285645","0.5339131355285645","0.5339131355285645"
"214","0.4080525040626526","0.4080525040626526","0.4080525040626526"
"215","0.5897042155265808","0.5897042155265808","0.5897042155265808"
"216","0.3402705490589142","0.3402705490589142","0.3402705490589142"
"217","0.7335717678070068","0.7335717678070068","0.7335717678070068"
"218","0.31112155318260193","0.31112155318260193","0.31112155318260193"
"219","0.3153134286403656","0.3153134286403656","0.3153134286403656"
"220","0.4673290252685547","0.4673290252685547","0.4673290252685547"
"221","0.35208338499069214","0.35208338499069214","0.35208338499069214"
"222","0.45914605259895325","0.45914605259895325","0.45914605259895325"
"223","0.2773309648036957","0.2773309648036957","0.2773309648036957"
"224","0.6141163110733032","0.6141163110733032","0.6141163110733032"
"225","0.5089617967605591","0.5089617967605591","0.5089617967605591"
"226","0.5555909872055054","0.5555909872055054","0.5555909872055054"
"227","0.6760837435722351","0.6760837435722351","0.6760837435722351"
"228","0.5924515724182129","0.5924515724182129","0.5924515724182129"
"229","0.2632843255996704","0.2632843255996704","0.2632843255996704"
"230","0.5610504746437073","0.5610504746437073","0.5610504746437073"
"231","0.5558260679244995","0.5558260679244995","0.5558260679244995"
"232","0.3923715054988861","0.3923715054988861","0.3923715054988861"
"233","0.3484163284301758","0.3484163284301758","0.3484163284301758"
"234","0.8123728036880493","0.8123728036880493","0.8123728036880493"
"235","0.17563384771347046","0.17563384771347046","0.17563384771347046"
"236","0.48275962471961975","0.48275962471961975","0.48275962471961975"
"237","0.38984718918800354","0.38984718918800354","0.38984718918800354"
"238","0.21441054344177246","0.21441054344177246","0.21441054344177246"
"239","0.45008644461631775","0.45008644461631775","0.45008644461631775"
"240","0.5625563859939575","0.5625563859939575","0.5625563859939575"
"241","0.510684072971344","0.510684072971344","0.510684072971344"
"242","0.5320239663124084","0.5320239663124084","0.5320239663124084"
"243","0.3849742114543915","0.3849742114543915","0.3849742114543915"
"244","0.407063752412796","0.407063752412796","0.407063752412796"
"245","0.7697897553443909","0.7697897553443909","0.7697897553443909"
"246","0.3648616373538971","0.3648616373538971","0.3648616373538971"
